user,login_count,after_hours_login,weekend_login,distinct_computers,files_accessed,file_copy_count,usb_connections,label,model_prediction,risk_score,risk_level,unusual_access
BJW0619,346,0,0,1,0,0,0,0,0,0,Low,False
CGA0629,346,0,0,1,0,0,0,0,0,0,Low,False
CTA0020,639,0,0,4,606,606,2977,0,0,2,Medium,False
DZC0228,346,0,0,1,0,0,0,0,0,0,Low,False
ENC0234,483,0,0,2,0,0,0,0,0,0,Low,False
GMF0738,346,0,0,1,0,0,0,0,0,0,Low,False
JOM0750,346,0,0,1,0,0,0,0,0,0,Low,False
KBG0549,650,0,0,3,377,377,108,0,0,2,Medium,False
MTB0620,626,0,0,1,1971,1971,1005,0,0,2,Medium,False
OKB0439,346,0,0,1,0,0,0,0,0,0,Low,False
ORM0669,435,0,0,2,0,0,0,0,0,0,Low,False
PKB0429,346,0,0,1,0,0,0,0,0,0,Low,False
PTH0552,611,0,0,1,0,0,0,0,0,0,Low,False
RKD0604,154,2,0,1,49,49,20,1,1,4,High,False
SDF0017,346,0,0,1,0,0,0,0,0,0,Low,False
SJW0451,346,0,0,1,0,0,0,0,0,0,Low,False
ADC0391,622,0,0,1,0,0,0,0,0,0,Low,False
ANP0555,346,0,0,1,0,0,0,0,0,0,Low,False
ASG0048,346,0,0,1,0,0,0,0,0,0,Low,False
BCB0679,577,0,0,3,0,0,0,0,0,0,Low,False
CCL0068,288,0,0,1,630,630,633,1,1,4,High,False
CCM0467,346,0,0,1,0,0,0,0,0,0,Low,False
DBS0235,374,0,0,29,0,0,0,0,0,0,Low,False
HAH0248,346,0,0,1,0,0,0,0,0,0,Low,False
HJS0072,46,0,2,3,82,82,26,0,0,1,Low,False
JMH0543,404,0,0,1,0,0,0,0,0,0,Low,False
JTS0389,423,0,0,3,376,376,136,0,0,2,Medium,False
LLV0602,346,0,0,1,0,0,0,0,0,0,Low,False
MYD0978,255,2,1,1,15,15,7,1,1,4,High,False
SCF0608,346,0,0,1,0,0,0,0,0,0,Low,False
SMW0084,346,0,0,1,0,0,0,0,0,0,Low,False
SOG0411,346,0,0,1,0,0,0,0,0,0,Low,False
TBT0461,346,0,0,1,0,0,0,0,0,0,Low,False
TSB0437,346,0,0,1,0,0,0,0,0,0,Low,False
WVB0539,346,0,0,1,0,0,0,0,0,0,Low,False
AJN0607,721,0,0,2,820,820,1033,0,0,2,Medium,False
AOB0019,346,0,0,1,0,0,0,0,0,0,Low,False
EZH0736,346,0,0,1,0,0,0,0,0,0,Low,False
GAF0060,346,0,0,1,0,0,0,0,0,0,Low,False
GZC0735,811,0,90,2,304,304,397,0,0,2,Medium,False
HBO0413,323,0,0,1,691,691,709,1,1,4,High,False
HVF0067,637,0,0,17,2023,2023,694,0,0,2,Medium,False
KRM0541,364,0,0,19,0,0,0,0,0,0,Low,False
LCD0622,346,0,0,1,0,0,0,0,0,0,Low,False
MLD0755,610,0,0,1,0,0,0,0,0,0,Low,False
NNA0610,346,0,0,1,0,0,0,0,0,0,Low,False
PRM0740,346,0,0,1,0,0,0,0,0,0,Low,False
SSG0250,626,0,0,1,0,0,0,0,0,0,Low,False
THD0448,346,0,0,1,0,0,0,0,0,0,Low,False
VCC0396,698,43,3,2,1616,1616,719,0,0,3,Medium,False
ADF0397,346,0,0,1,0,0,0,0,0,0,Low,False
AHM0410,725,0,6,3,2198,2198,394,0,0,2,Medium,False
CQH0730,346,0,0,1,0,0,0,0,0,0,Low,False
DAL0673,629,0,0,3,352,352,331,0,0,2,Medium,False
DTP0379,670,0,0,4,0,0,0,0,0,0,Low,False
ETR0428,417,0,0,3,0,0,0,0,0,0,Low,False
FSB0399,335,0,0,1,0,0,0,0,0,0,Low,False
HRW0550,346,0,0,1,0,0,0,0,0,0,Low,False
JER0404,346,0,0,1,0,0,0,0,0,0,Low,False
JPW0741,346,0,0,1,0,0,0,0,0,0,Low,False
MDM0625,685,0,0,2,8346,8346,2733,0,0,2,Medium,False
NKP0236,355,5,0,1,299,299,123,0,0,3,Medium,False
OJK0233,346,0,0,1,0,0,0,0,0,0,Low,False
ONW0083,346,0,0,1,0,0,0,0,0,0,Low,False
TAP0551,417,5,1,3,21,21,5,1,1,4,High,False
AIH0675,346,0,0,1,0,0,0,0,0,0,Low,False
CAB0614,688,0,0,15,931,931,368,0,0,2,Medium,False
CMS0454,346,0,0,1,0,0,0,0,0,0,Low,False
CNE0352,346,0,0,1,0,0,0,0,0,0,Low,False
HDJ0446,346,0,0,1,0,0,0,0,0,0,Low,False
HGG0240,346,0,0,1,0,0,0,0,0,0,Low,False
HKB0418,332,0,0,1,0,0,0,0,0,0,Low,False
KAL0395,346,0,0,1,0,0,0,0,0,0,Low,False
KPP0452,346,0,0,1,0,0,0,0,0,0,Low,False
MGS0974,421,0,39,2,162,162,142,0,0,2,Medium,False
NDM0417,720,0,0,2,1284,1284,692,0,0,2,Medium,False
ORB0473,346,0,0,1,0,0,0,0,0,0,Low,False
PGO0433,346,0,0,1,0,0,0,0,0,0,Low,False
TPH0474,346,0,0,1,0,0,0,0,0,0,Low,False
BNG0237,609,0,0,1,0,0,0,0,0,0,Low,False
BSA0431,346,0,0,1,0,0,0,0,0,0,Low,False
CJG0470,346,0,0,1,0,0,0,0,0,0,Low,False
CSB0080,346,0,0,1,0,0,0,0,0,0,Low,False
DMM0623,627,0,6,1,0,0,0,0,0,0,Low,False
FBW0747,398,0,20,3,0,0,0,0,0,0,Low,False
GCR0554,346,0,0,1,0,0,0,0,0,0,Low,False
IBM0671,619,0,0,2,802,802,145,0,0,2,Medium,False
RFP0380,346,0,0,1,0,0,0,0,0,0,Low,False
TET0621,469,0,0,3,0,0,0,0,0,0,Low,False
AIP0394,643,24,3,1,0,0,0,0,0,1,Low,False
ALD0544,346,0,0,1,0,0,0,0,0,0,Low,False
AMH0464,346,0,0,1,0,0,0,0,0,0,Low,False
BLS0678,366,3,0,1,5,5,4,1,1,4,High,False
BMC0547,346,0,0,1,0,0,0,0,0,0,Low,False
CAA0612,613,0,0,1,641,641,128,0,0,2,Medium,False
DLF0377,346,0,0,1,0,0,0,0,0,0,Low,False
GBM0603,322,0,0,1,0,0,0,0,0,0,Low,False
KPC0073,154,3,0,1,0,0,8,1,1,4,High,False
KWC0004,346,0,0,1,0,0,0,0,0,0,Low,False
MPT0376,734,0,37,3,1054,1054,410,0,0,2,Medium,False
NCK0421,346,0,0,1,0,0,0,0,0,0,Low,False
NJB0243,376,0,0,2,0,0,0,0,0,0,Low,False
OLB0749,98,0,0,1,0,0,0,0,0,0,Low,False
VCY0751,620,0,0,1,0,0,0,0,0,0,Low,False
VSA0230,560,0,0,3,389,389,98,0,0,2,Medium,False
BIH0745,148,2,0,1,41,41,11,1,1,4,High,False
BTN0061,700,0,0,17,0,0,0,0,0,0,Low,False
DBB0384,346,0,0,1,8543,8543,2976,0,0,2,Medium,False
DPM0423,457,0,0,2,1403,1403,1066,0,0,2,Medium,False
JBD0616,640,0,0,2,339,339,2991,0,0,2,Medium,False
JBM0350,434,59,4,3,0,0,0,0,0,1,Low,False
JCV0245,346,0,0,1,0,0,0,0,0,0,Low,False
KWE0082,621,0,0,1,2234,2234,717,0,0,2,Medium,False
LEM0605,346,0,0,1,0,0,0,0,0,0,Low,False
NCO0666,622,0,0,2,0,0,0,0,0,0,Low,False
RMW0542,161,0,0,1,330,330,373,1,1,4,High,False
SRS0231,346,0,0,1,0,0,0,0,0,0,Low,False
TEB0251,636,0,0,2,0,0,0,0,0,0,Low,False
VTT0385,379,0,0,32,409,409,2743,0,0,2,Medium,False
AAW0353,346,0,0,1,0,0,0,0,0,0,Low,False
AKR0057,419,0,0,13,540,540,486,1,1,4,High,False
BSS0463,364,0,0,2,0,0,0,0,0,0,Low,False
BXJ0010,346,0,0,1,0,0,0,0,0,0,Low,False
CKB0427,346,0,0,1,0,0,0,0,0,0,Low,False
DSB0731,346,0,0,1,0,0,0,0,0,0,Low,False
HRB0351,723,0,63,38,2662,2662,133,0,0,2,Medium,False
JJH0613,711,0,0,2,1641,1641,1049,0,0,2,Medium,False
LCB0664,682,0,0,2,414,414,2977,0,0,2,Medium,False
MLP0668,346,0,0,1,0,0,0,0,0,0,Low,False
MSS0001,614,0,0,1,0,0,0,0,0,0,Low,False
PPF0435,294,1,0,1,1,1,27,1,1,4,High,False
RGN0408,345,0,0,1,0,0,0,0,0,0,Low,False
TMA0069,346,0,0,1,0,0,0,0,0,0,Low,False
TSR0676,619,0,0,1,532,532,716,0,0,2,Medium,False
ZFM0468,346,0,0,1,0,0,0,0,0,0,Low,False
ANT0430,651,0,0,3,0,0,0,0,0,0,Low,False
BIS0247,664,35,6,1,418,418,116,0,0,3,Medium,False
DGF0443,346,0,0,1,0,0,0,0,0,0,Low,False
DGM0754,29,0,0,1,0,0,0,0,0,0,Low,False
EPW0434,346,0,0,1,0,0,0,0,0,0,Low,False
FHO0630,346,0,0,1,0,0,0,0,0,0,Low,False
HDL0748,346,0,0,1,0,0,0,0,0,0,Low,False
HSD0457,346,0,0,1,0,0,0,0,0,0,Low,False
HWW0436,745,8,1,3,1245,1245,664,0,0,3,Medium,False
KVS0425,346,0,0,1,0,0,0,0,0,0,Low,False
LDG0459,714,0,0,3,480,480,157,0,0,2,Medium,False
LHB0606,82,0,0,1,0,0,0,0,0,0,Low,False
MHG0733,346,0,0,1,0,0,0,0,0,0,Low,False
NRD0548,306,0,0,1,0,0,0,0,0,0,Low,False
PGC0066,346,0,0,1,0,0,0,0,0,0,Low,False
RJM0381,364,0,0,3,0,0,0,0,0,0,Low,False
SIJ0661,346,0,0,1,0,0,0,0,0,0,Low,False
ARA0252,617,0,0,1,0,0,0,0,0,0,Low,False
BSH0445,346,0,0,1,0,0,0,0,0,0,Low,False
BTR0403,688,0,0,21,520,520,380,0,0,2,Medium,False
DGW0752,618,0,0,1,0,0,0,0,0,0,Low,False
EAH0466,65,0,0,3,358,358,15,0,0,2,Medium,False
HIA0414,346,0,0,1,0,0,0,0,0,0,Low,False
HJA0018,609,0,0,1,0,0,0,0,0,0,Low,False
JLW0053,346,0,0,1,0,0,0,0,0,0,Low,False
KES0729,632,0,0,3,0,0,0,0,0,0,Low,False
KNG0672,301,0,0,1,0,0,0,0,0,0,Low,False
MLG0475,346,0,0,1,0,0,0,0,0,0,Low,False
NBC0412,349,0,0,4,0,0,0,0,0,0,Low,False
NNS0059,346,0,0,1,0,0,0,0,0,0,Low,False
PBP0002,346,0,0,1,0,0,0,0,0,0,Low,False
PID0426,451,55,6,19,0,0,0,0,0,1,Low,False
RAS0432,603,0,0,1,0,0,0,0,0,0,Low,False
RVC0232,346,0,0,1,0,0,0,0,0,0,Low,False
TEM0977,346,0,0,1,0,0,0,0,0,0,Low,False
CAB0388,610,0,0,1,0,0,0,0,0,0,Low,False
CSH0626,801,45,87,3,0,0,0,0,0,1,Low,False
DIB0081,340,0,0,3,1580,1580,496,0,0,2,Medium,False
DLS0383,603,0,0,1,0,0,0,0,0,0,Low,False
EIP0997,346,0,0,1,0,0,0,0,0,0,Low,False
ERH0449,346,0,0,1,0,0,0,0,0,0,Low,False
FDE0117,346,0,0,1,0,0,0,0,0,0,Low,False
GCC0744,346,0,0,1,0,0,0,0,0,0,Low,False
GCL0016,719,0,77,3,199,199,134,0,0,2,Medium,False
HCV0478,611,0,0,1,0,0,0,0,0,0,Low,False
IRT0491,346,0,0,1,0,0,0,0,0,0,Low,False
JKB0126,345,0,0,1,0,0,0,0,0,0,Low,False
KDS0349,346,0,0,1,0,0,0,0,0,0,Low,False
MAD0753,346,0,0,1,0,0,0,0,0,0,Low,False
MIC0726,346,0,0,1,0,0,0,0,0,0,Low,False
RHO0732,813,45,3,3,855,855,690,0,0,3,Medium,False
SVL0803,346,0,0,1,0,0,0,0,0,0,Low,False
TJD0996,346,0,0,1,0,0,0,0,0,0,Low,False
VMJ0546,616,0,0,1,3373,3373,709,0,0,2,Medium,False
WSR0241,421,0,0,30,0,0,0,0,0,0,Low,False
WTF0387,346,0,0,1,0,0,0,0,0,0,Low,False
CTW0500,346,0,0,1,0,0,0,0,0,0,Low,False
KJP0371,1394,603,0,635,0,0,0,0,0,1,Low,False
KPR0497,739,0,0,2,0,0,0,0,0,0,Low,False
YEV0793,346,0,0,1,0,0,0,0,0,0,Low,False
CUD0795,346,0,0,1,0,0,0,0,0,0,Low,False
SBN0495,346,0,0,1,0,0,0,0,0,0,Low,False
AMH0794,346,0,0,1,0,0,0,0,0,0,Low,False
CKB0482,346,0,0,1,0,0,0,0,0,0,Low,False
CNM0800,346,0,0,1,0,0,0,0,0,0,Low,False
NAB0801,346,0,0,1,0,0,0,0,0,0,Low,False
BKW0374,1358,578,0,620,0,0,0,0,0,1,Low,False
CJC0494,346,0,0,1,0,0,0,0,0,0,Low,False
CJF0802,679,40,4,2,0,0,0,0,0,1,Low,False
JJB0127,346,0,0,1,0,0,0,0,0,0,Low,False
LPC0492,372,0,0,3,0,0,0,0,0,0,Low,False
RHP0484,653,0,0,3,0,0,0,0,0,0,Low,False
SMB0804,346,0,0,1,0,0,0,0,0,0,Low,False
TDJ0998,622,0,0,1,0,0,0,0,0,0,Low,False
TOR0193,639,0,0,3,0,0,0,0,0,0,Low,False
ASB0796,265,0,0,1,0,0,0,0,0,0,Low,False
CMM0487,346,0,0,1,0,0,0,0,0,0,Low,False
KRL0501,265,0,0,1,578,578,568,1,1,4,High,False
MHA0798,346,0,0,1,0,0,0,0,0,0,Low,False
SAA0999,630,0,0,2,8468,8468,2992,0,0,2,Medium,False
SBQ0786,346,0,0,1,0,0,0,0,0,0,Low,False
SSH0799,737,0,0,3,0,0,0,0,0,0,Low,False
TTD1000,346,0,0,1,0,0,0,0,0,0,Low,False
AAF0791,346,0,0,1,0,0,0,0,0,0,Low,False
HDS0367,1655,600,0,630,3406,3406,1364,0,0,3,Medium,False
BEC0505,346,0,0,1,0,0,0,0,0,0,Low,False
DGN0480,329,0,0,1,0,0,0,0,0,0,Low,False
SES0477,622,0,0,1,0,0,0,0,0,0,Low,False
DBW0483,345,0,0,1,0,0,0,0,0,0,Low,False
NMC0486,346,0,0,1,0,0,0,0,0,0,Low,False
TLM0797,346,0,0,1,0,0,0,0,0,0,Low,False
AAE0190,346,0,0,1,0,0,0,0,0,0,Low,False
JIG0128,346,0,0,1,0,0,0,0,0,0,Low,False
LQC0479,201,2,0,1,22,22,9,1,1,4,High,False
IMB0481,346,0,0,1,0,0,0,0,0,0,Low,False
KAC0124,346,0,0,1,0,0,0,0,0,0,Low,False
MMB0488,310,0,0,1,0,0,0,0,0,0,Low,False
RBB0485,346,0,0,1,0,0,0,0,0,0,Low,False
OCB0805,346,0,0,1,0,0,0,0,0,0,Low,False
SAT0194,346,0,0,1,0,0,0,0,0,0,Low,False
CBG0490,346,0,0,1,0,0,0,0,0,0,Low,False
CSP0197,743,0,0,2,0,0,0,0,0,0,Low,False
WDD0366,1450,503,0,570,6,6,6,1,1,4,High,False
BJH0354,346,0,0,1,0,0,0,0,0,0,Low,False
CWR0502,696,0,0,2,765,765,348,0,0,2,Medium,False
KAT0489,346,0,0,1,0,0,0,0,0,0,Low,False
XHW0498,195,0,0,1,386,386,423,1,1,4,High,False
DDA0476,346,0,0,1,0,0,0,0,0,0,Low,False
SMY0792,686,0,0,20,1209,1209,380,0,0,2,Medium,False
ANM0123,50,0,0,2,47,47,29,0,0,1,Low,False
BWH0813,346,0,0,1,0,0,0,0,0,0,Low,False
ELT0769,346,0,0,1,0,0,0,0,0,0,Low,False
FBA0348,348,0,0,1,0,0,0,0,0,0,Low,False
HKF0831,346,0,0,1,0,0,0,0,0,0,Low,False
IBB0359,1676,563,1,604,3199,3199,3935,0,0,3,Medium,False
JXH0493,346,0,0,1,0,0,0,0,0,0,Low,False
LDM0587,346,0,0,1,0,0,0,0,0,0,Low,False
MAH0149,621,0,0,1,0,0,0,0,0,0,Low,False
MBW0809,30,0,0,1,0,0,0,0,0,0,Low,False
MJB0588,346,0,0,1,0,0,0,0,0,0,Low,False
OLF0504,346,0,0,1,0,0,0,0,0,0,Low,False
PMV0850,671,0,0,3,490,490,376,0,0,2,Medium,False
SKG0759,346,0,0,1,0,0,0,0,0,0,Low,False
SOB0360,890,384,0,479,0,0,0,0,0,1,Low,False
VFM0814,476,0,0,2,122,122,90,0,0,2,Medium,False
AES0827,346,0,0,1,0,0,0,0,0,0,Low,False
ARB0834,211,0,0,1,0,0,0,0,0,0,Low,False
CFM0767,682,26,0,7,778,778,375,0,0,3,Medium,False
DCH0843,294,3,1,1,38,38,23,1,1,4,High,False
ECF0828,211,0,0,1,0,0,0,0,0,0,Low,False
EMW0772,361,0,0,3,181,181,130,0,0,2,Medium,False
QSV0778,346,0,0,1,0,0,0,0,0,0,Low,False
WPE0538,346,0,0,1,0,0,0,0,0,0,Low,False
CLB0774,424,48,7,1,7246,7246,2988,0,0,3,Medium,False
IJR0825,346,0,0,1,0,0,0,0,0,0,Low,False
LPH0572,37,0,0,1,0,0,0,0,0,0,Low,False
MNR0829,346,0,0,1,0,0,0,0,0,0,Low,False
MVF0594,346,0,0,1,0,0,0,0,0,0,Low,False
CHG0146,346,0,0,1,0,0,0,0,0,0,Low,False
CIG0052,346,0,0,1,0,0,0,0,0,0,Low,False
CRK0916,627,17,4,1,0,0,0,0,0,1,Low,False
DDM0579,346,0,0,1,0,0,0,0,0,0,Low,False
EHB0824,164,3,0,1,14,14,13,1,1,4,High,False
HBB0056,346,0,0,1,0,0,0,0,0,0,Low,False
ILC0838,346,0,0,1,0,0,0,0,0,0,Low,False
JFC0757,346,0,0,1,0,0,0,0,0,0,Low,False
JMC0925,779,47,4,5,0,0,0,0,0,1,Low,False
NMF0780,346,0,0,1,0,0,0,0,0,0,Low,False
PNH0761,435,37,4,3,2106,2106,121,0,0,3,Medium,False
AAN0823,346,0,0,1,0,0,0,0,0,0,Low,False
ADD0846,346,0,0,1,0,0,0,0,0,0,Low,False
JSA0775,346,0,0,1,0,0,0,0,0,0,Low,False
NHE0919,612,0,0,1,0,0,0,0,0,0,Low,False
NRO0768,322,0,0,1,0,0,0,0,0,0,Low,False
SAC0592,614,0,0,1,0,0,0,0,0,0,Low,False
TJG0582,346,0,0,1,0,0,0,0,0,0,Low,False
ASD0577,346,0,0,1,0,0,0,0,0,0,Low,False
BCR0581,692,0,0,3,0,0,0,0,0,0,Low,False
CAN0842,346,0,0,1,0,0,0,0,0,0,Low,False
CHM0821,749,10,0,3,1228,1228,368,0,0,3,Medium,False
HAH0760,611,0,0,1,1900,1900,677,0,0,2,Medium,False
HCS0003,346,0,0,1,3045,3045,1007,0,0,2,Medium,False
JCR0921,346,0,0,1,0,0,0,0,0,0,Low,False
JRL0574,346,0,0,1,0,0,0,0,0,0,Low,False
LCC0819,157,0,0,1,337,337,350,1,1,4,High,False
RAB0589,432,3,1,9,2,2,4,1,1,4,High,False
XWD0923,438,0,0,1,5915,5915,525,0,0,2,Medium,False
ABM0845,633,0,0,2,0,0,0,0,0,0,Low,False
ACV0812,770,63,5,2,0,0,0,0,0,1,Low,False
ALC0788,346,0,0,1,0,0,0,0,0,0,Low,False
BMG0917,638,16,3,1,7692,7692,2981,0,0,3,Medium,False
EHD0584,401,4,1,3,11,11,7,1,1,4,High,False
IBS0836,722,20,63,3,624,624,388,0,0,3,Medium,False
IJM0776,171,0,0,1,344,344,350,1,1,4,High,False
JCR0770,346,0,0,1,0,0,0,0,0,0,Low,False
MSG0839,346,0,0,1,0,0,0,0,0,0,Low,False
SAB0781,622,0,0,1,1441,1441,369,0,0,2,Medium,False
SGG0787,602,0,0,1,0,0,0,0,0,0,Low,False
SHW0578,346,0,0,1,0,0,0,0,0,0,Low,False
SOF0808,346,0,0,1,0,0,0,0,0,0,Low,False
WJD0576,346,0,0,1,0,0,0,0,0,0,Low,False
AKC0924,346,0,0,1,0,0,0,0,0,0,Low,False
AKH0758,346,0,0,1,0,0,0,0,0,0,Low,False
CIM0926,230,0,0,2,0,0,0,0,0,0,Low,False
FUM0015,346,0,0,1,0,0,0,0,0,0,Low,False
HDH0928,346,0,0,1,1577,1577,691,0,0,2,Medium,False
HSG0818,619,0,0,1,0,0,0,0,0,0,Low,False
IWM0816,622,0,0,1,0,0,0,0,0,0,Low,False
KJA0152,346,0,0,1,0,0,0,0,0,0,Low,False
LJT0817,639,0,0,2,1927,1927,655,0,0,2,Medium,False
NSC0597,363,0,0,3,0,0,0,0,0,0,Low,False
VSS0154,213,0,0,1,405,405,462,1,1,4,High,False
WGR0833,346,0,0,1,0,0,0,0,0,0,Low,False
AJC0840,346,0,0,1,0,0,0,0,0,0,Low,False
ASM0575,621,0,0,1,0,0,0,0,0,0,Low,False
AWM0764,346,0,0,1,0,0,0,0,0,0,Low,False
ECR0822,346,0,0,1,0,0,0,0,0,0,Low,False
FIR0920,439,0,0,2,0,0,0,0,0,0,Low,False
TCD0009,346,0,0,1,0,0,0,0,0,0,Low,False
WDV0573,491,49,6,3,0,0,0,0,0,1,Low,False
AHD0848,731,0,55,22,199,199,150,0,0,2,Medium,False
IYB0918,346,0,0,1,0,0,0,0,0,0,Low,False
KLH0596,294,2,1,1,53,53,19,1,1,4,High,False
KMB0922,728,47,5,34,1209,1209,367,0,0,3,Medium,False
NKH0807,346,0,0,1,0,0,0,0,0,0,Low,False
RNF0765,346,0,0,1,0,0,0,0,0,0,Low,False
TRK0914,345,0,0,1,0,0,0,0,0,0,Low,False
BHC0665,463,0,0,3,0,0,0,0,0,0,Low,False
KBC0054,346,0,0,1,0,0,0,0,0,0,Low,False
LHN0151,346,0,0,1,0,0,0,0,0,0,Low,False
RDM0150,346,0,0,1,0,0,0,0,0,0,Low,False
UAD0771,647,0,0,2,1873,1873,696,0,0,2,Medium,False
BBH0810,346,0,0,1,0,0,0,0,0,0,Low,False
JDF0593,805,45,38,3,403,403,3153,0,0,3,Medium,False
JRF0835,346,0,0,1,0,0,0,0,0,0,Low,False
KCB0815,625,0,0,1,0,0,0,0,0,0,Low,False
LJB0826,346,0,0,1,0,0,0,0,0,0,Low,False
RCP0785,346,0,0,1,0,0,0,0,0,0,Low,False
ZCF0590,346,0,0,1,0,0,0,0,0,0,Low,False
HGH0595,346,0,0,1,0,0,0,0,0,0,Low,False
HPR0585,607,0,0,1,0,0,0,0,0,0,Low,False
SLP0762,346,0,0,1,0,0,0,0,0,0,Low,False
TYB0779,616,0,0,1,0,0,0,0,0,0,Low,False
ELB0847,381,0,0,3,0,0,0,0,0,0,Low,False
GCS0571,629,0,0,2,564,564,138,0,0,2,Medium,False
IEB0153,383,0,21,2,0,0,0,0,0,0,Low,False
MDH0580,296,0,0,1,622,622,631,1,1,4,High,False
MLL0598,346,0,0,1,353,353,2779,0,0,2,Medium,False
MOP0763,346,0,0,1,0,0,0,0,0,0,Low,False
SAH0599,346,0,0,1,0,0,0,0,0,0,Low,False
VMJ0147,346,0,0,1,0,0,0,0,0,0,Low,False
AQD0820,346,0,0,1,0,0,0,0,0,0,Low,False
BJH0811,346,0,0,1,0,0,0,0,0,0,Low,False
CMW0783,346,0,0,1,0,0,0,0,0,0,Low,False
DEB0782,346,0,0,1,0,0,0,0,0,0,Low,False
LAM0911,606,0,0,1,0,0,0,0,0,0,Low,False
NMG0766,346,0,0,1,0,0,0,0,0,0,Low,False
RIH0777,346,0,0,1,0,0,0,0,0,0,Low,False
DSM0591,346,0,0,1,0,0,0,0,0,0,Low,False
FHS0837,346,0,0,1,0,0,0,0,0,0,Low,False
FRR0832,346,0,0,1,0,0,0,0,0,0,Low,False
IHK0841,346,0,0,1,0,0,0,0,0,0,Low,False
PAD0773,698,0,0,3,2558,2558,124,0,0,2,Medium,False
SLB0049,346,0,0,1,0,0,0,0,0,0,Low,False
SOB0586,346,0,0,1,0,0,0,0,0,0,Low,False
TSM0927,346,0,0,1,0,0,0,0,0,0,Low,False
TVS0006,630,0,0,3,0,0,0,0,0,0,Low,False
GRC0145,346,0,0,1,0,0,0,0,0,0,Low,False
SBK0161,707,0,0,3,0,0,0,0,0,0,Low,False
ASS0517,615,0,0,1,0,0,0,0,0,0,Low,False
CCW0524,346,0,0,1,0,0,0,0,0,0,Low,False
CYA0506,105,0,0,1,0,0,0,0,0,0,Low,False
ETR0177,346,0,0,1,0,0,0,0,0,0,Low,False
HSP0290,346,0,0,1,0,0,0,0,0,0,Low,False
JJH0292,658,0,4,3,0,0,0,0,0,0,Low,False
WTR0563,346,0,0,1,0,0,0,0,0,0,Low,False
FRL0511,346,0,0,1,0,0,0,0,0,0,Low,False
LQP0508,713,0,0,3,0,0,0,0,0,0,Low,False
RNL0695,614,0,0,1,0,0,0,0,0,0,Low,False
AMJ0297,346,0,0,1,0,0,0,0,0,0,Low,False
DJS0682,346,0,0,1,0,0,0,0,0,0,Low,False
EDA0684,44,5,0,2,0,0,0,0,0,1,Low,False
JNA0559,345,0,0,1,0,0,0,0,0,0,Low,False
BVN0514,118,0,0,2,0,0,0,0,0,0,Low,False
CAM0681,613,0,0,1,759,759,360,0,0,2,Medium,False
IUB0565,234,0,0,1,503,503,494,1,1,4,High,False
JFC0557,615,0,0,1,2839,2839,1399,0,0,2,Medium,False
PSF0133,190,0,0,1,449,449,408,1,1,4,High,False
TIW0299,346,0,0,1,0,0,0,0,0,0,Low,False
DOP0562,346,0,0,1,0,0,0,0,0,0,Low,False
LJR0523,170,4,2,1,3,3,6,1,1,4,High,False
NRF0137,346,0,0,1,0,0,0,0,0,0,Low,False
CCM0136,633,0,0,2,137,137,120,0,0,2,Medium,False
CEL0561,615,0,0,1,0,0,0,0,0,0,Low,False
EMB0531,619,0,0,1,0,0,0,0,0,0,Low,False
ESH0135,346,0,0,1,0,0,0,0,0,0,Low,False
FEB0306,700,0,0,2,1157,1157,361,0,0,2,Medium,False
KJJ0293,691,0,0,2,530,530,345,0,0,2,Medium,False
PNL0301,156,0,0,1,296,296,330,1,1,4,High,False
ASG0692,346,0,0,1,0,0,0,0,0,0,Low,False
ATP0662,766,57,48,2,1273,1273,394,0,0,3,Medium,False
ICH0294,429,0,0,3,2509,2509,666,0,0,2,Medium,False
IJM0139,346,0,0,1,0,0,0,0,0,0,Low,False
YJF0532,715,0,0,3,0,0,0,0,0,0,Low,False
ARD0509,362,0,0,3,0,0,0,0,0,0,Low,False
BMT0528,372,0,0,2,1903,1903,713,0,0,2,Medium,False
KKC0683,346,0,0,1,0,0,0,0,0,0,Low,False
KSH0569,346,0,0,1,0,0,0,0,0,0,Low,False
NGO0690,622,0,0,1,0,0,0,0,0,0,Low,False
OLW0689,613,0,0,1,1242,1242,714,0,0,2,Medium,False
CCH0685,638,0,0,2,0,0,0,0,0,0,Low,False
CLS0296,346,0,0,1,0,0,0,0,0,0,Low,False
EGD0132,189,0,0,1,399,399,420,1,1,4,High,False
GHH0288,404,6,2,3,1563,1563,716,0,0,3,Medium,False
GJD0298,346,0,0,1,0,0,0,0,0,0,Low,False
MVB0515,712,0,0,21,1777,1777,367,0,0,2,Medium,False
QJR0688,483,0,20,5,1069,1069,401,0,0,2,Medium,False
WLV0566,346,0,0,1,0,0,0,0,0,0,Low,False
ZSL0305,346,0,0,1,0,0,0,0,0,0,Low,False
BJP0134,615,0,0,6,8072,8072,2977,0,0,2,Medium,False
CJM0138,346,0,0,1,0,0,0,0,0,0,Low,False
FMG0527,274,3,0,1,23,23,12,1,1,4,High,False
GCS0518,346,0,0,1,0,0,0,0,0,0,Low,False
IMP0530,346,0,0,1,0,0,0,0,0,0,Low,False
SAC0687,346,0,0,1,0,0,0,0,0,0,Low,False
SBH0537,694,0,53,1,428,428,140,0,0,2,Medium,False
AAF0535,164,0,0,1,357,357,346,1,1,4,High,False
JNJ0556,345,0,0,1,7977,7977,3003,0,0,2,Medium,False
PMJ0564,742,22,1,2,0,0,0,0,0,1,Low,False
